Year,LocationAbbr,LocationDesc,DataSource,Topic,Subtopic,ShortQuestionText,Greater_Risk_Question,Description,Data_Value_Symbol,Data_Value_Type,Greater_Risk_Data_Value,Greater_Risk_Data_Value_Footnote_Symbol,Greater_Risk_Data_Value_Footnote,Greater_Risk_Low_Confidence_Limit,Greater_Risk_High_Confidence_Limit,Lesser_Risk_Question,Lesser_Risk_Data_Value,Lesser_Risk_Data_Value_Footnote_Symbol,Lesser_Risk_Data_Value_Footnote,Lesser_Risk_High_Confidence_Limit,Lesser_Risk_Low_Confidence_Limit,Sample_Size,Sex,Age,GeoLocation,TopicID,SubtopicID,QuestionCode,LocationId,StratID1,StratID2,StratID3,StratificationType
2015,PIA,Philippines (Luzon),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,26.716,,,18.3676,37.1329,N/A,73.284,,,81.6324,62.8671,637,Total,13,,C05,C44,QNFF2G,NULL,S1,A2,PIA,Western Pacific
2009,VG,British Virgin Islands,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,15.5886,,,13.2107,18.3043,N/A,84.4114,,,86.7893,81.6957,392,Male,13-15,,C05,C44,QNFF3G,NULL,S8,A7,VG,Americas
2012,AGR,Argentina San Juan,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,26.5601,,,17.6074,37.9673,Did not eat food from a fast food restaurant,73.4399,,,82.3926,62.0327,262,Total,15,,C05,C44,G10,NULL,S1,A4,AGR,Americas
2011,LBB,Lebanon (Public),GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,64.7804,,,50.4428,76.8718,Did not eat food from a fast food restaurant,35.2196,,,49.5572,23.1282,156,Male,15,,C05,C44,G10,NULL,S8,A4,LBB,Eastern Mediterranean
2010,MG,Mongolia,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,28.4948,,,23.7551,33.7614,N/A,71.5052,,,76.2449,66.2386,400,Male,13,,C05,C44,QNFF2G,NULL,S8,A2,MG,Western Pacific
2013,MG,Mongolia,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,55.9615,,,49.167,62.5398,Did not eat food from a fast food restaurant,44.0385,,,50.833,37.4602,1007,Total,15,,C05,C44,G10,NULL,S1,A4,MG,Western Pacific
2011,TTB,Trinidad and Tobago (Tobago),GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,60.4364,,,52.1984,68.1217,Did not eat food from a fast food restaurant,39.5636,,,47.8016,31.8783,195,Total,15,,C05,C44,G10,NULL,S1,A4,TTB,Americas
2015,TH,Thailand,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,81.7568,,,80.096,83.3079,Did not eat food from a fast food restaurant,18.2432,,,19.904,16.6921,5838,Total,Total,,C05,C44,G10,NULL,S1,A1,TH,South-East Asia
2011,DZA,Algeria Urban,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,23.1261,,,16.5928,31.2675,N/A,76.8739,,,83.4072,68.7325,416,Total,13,,C05,C44,QNFF3G,NULL,S1,A2,DZA,African
2015,IOA,Indonesia (Java),GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,59.9173,,,56.1856,63.5375,Did not eat food from a fast food restaurant,40.0827,,,43.8144,36.4625,1978,Female,Total,,C05,C44,G10,NULL,S7,A1,IOA,South-East Asia
2013,BS,Bahamas,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,25.5974,,,21.2163,30.5326,N/A,74.4026,,,78.7837,69.4674,508,Male,13-17,,C05,C44,QNFF3G,NULL,S8,A8,BS,Americas
2012,AGT,Argentina Santa Cruz,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,,,,,,N/A,,,,,,81,Female,13,,C05,C44,QNFF3G,NULL,S7,A2,AGT,Americas
2011,YSA,Malaysia - A,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,7.8952,,,4.4871,13.5254,N/A,92.1048,,,95.5129,86.4746,482,Female,13-15,,C05,C44,QNFF3G,NULL,S7,A7,YSA,Western Pacific
2011,YSL,Malaysia - L,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,15.8429,,,12.3021,20.1685,N/A,84.1571,,,87.6979,79.8315,1687,Total,Total,,C05,C44,QNFF2G,NULL,S1,A1,YSL,Western Pacific
2015,PIA,Philippines (Luzon),GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,63.4852,,,51.8329,73.7464,Did not eat food from a fast food restaurant,36.5148,,,48.1671,26.2536,319,Female,13,,C05,C44,G10,NULL,S7,A2,PIA,Western Pacific
2010,AE,United Arab Emirates,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,20.3748,,,17.3591,23.7636,N/A,79.6252,,,82.6409,76.2364,1480,Female,Total,,C05,C44,QNFF3G,NULL,S7,A1,AE,Eastern Mediterranean
2011,BB,Barbados,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,17.2945,,,12.7663,23.0052,N/A,82.7055,,,87.2337,76.9948,246,Female,15,,C05,C44,QNFF3G,NULL,S7,A4,BB,Americas
2015,PIC,Philippines (Mindanao),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,16.9001,,,9.1573,29.0931,N/A,83.0999,,,90.8427,70.9069,370,Female,14,,C05,C44,QNFF2G,NULL,S7,A3,PIC,Western Pacific
2009,BJ,Benin,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,22.2133,,,17.0054,28.469,N/A,77.7867,,,82.9946,71.531,338,Total,14,,C05,C44,QNFF3G,NULL,S1,A3,BJ,African
2011,YSE,Malaysia - E,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,10.6287,,,6.8906,16.0454,N/A,89.3713,,,93.1094,83.9546,436,Male,13-15,,C05,C44,QNFF2G,NULL,S8,A7,YSE,Western Pacific
2014,TZ,Tanzania,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,27.2639,,,19.4193,36.8291,Did not eat food from a fast food restaurant,72.7361,,,80.5807,63.1709,339,Total,17,,C05,C44,G10,NULL,S1,A6,TZ,African
2011,YSN,Malaysia - N,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,6.2589,,,3.873,9.9622,N/A,93.7411,,,96.127,90.0378,1084,Total,13-15,,C05,C44,QNFF3G,NULL,S1,A7,YSN,Western Pacific
2010,TO,Tonga,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,36.4977,,,33.0923,40.0437,N/A,63.5023,,,66.9077,59.9563,1003,Male,Total,,C05,C44,QNFF2G,NULL,S8,A1,TO,Western Pacific
2014,YE,Yemen,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,20.075,,,15.5076,25.5804,N/A,79.925,,,84.4924,74.4196,2581,Total,Total,,C05,C44,QNFF2G,NULL,S1,A1,YE,Eastern Mediterranean
2015,IO,Indonesia,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,24.4837,,,21.9668,27.1885,N/A,75.5163,,,78.0332,72.8115,1934,Total,15,,C05,C44,QNFF2G,NULL,S1,A4,IO,South-East Asia
2011,YSJ,Malaysia - J,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,7.2605,,,5.7268,9.1651,N/A,92.7395,,,94.2732,90.8349,1065,Total,13-15,,C05,C44,QNFF3G,NULL,S1,A7,YSJ,Western Pacific
2012,AGX,Argentina Tucuman,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,24.9459,,,17.2455,34.6452,Did not eat food from a fast food restaurant,75.0541,,,82.7545,65.3548,194,Male,15,,C05,C44,G10,NULL,S8,A4,AGX,Americas
2010,MGB,Mongolia Urban,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,32.3682,,,25.4115,40.2029,N/A,67.6318,,,74.5885,59.7971,194,Male,13,,C05,C44,QNFF3G,NULL,S8,A2,MGB,Western Pacific
2011,DZA,Algeria Urban,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,21.768,,,17.0458,27.3669,N/A,78.232,,,82.9542,72.6331,780,Female,13-15,,C05,C44,QNFF2G,NULL,S7,A7,DZA,African
2014,MVA,Maldives (Male),GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,55.279,,,45.592,64.5811,Did not eat food from a fast food restaurant,44.721,,,54.408,35.4189,230,Female,14,,C05,C44,G10,NULL,S7,A3,MVA,South-East Asia
2010,PLB,Palestine (West Bank),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,14.3188,,,10.7688,18.7926,N/A,85.6812,,,89.2312,81.2074,1665,Total,13-15,,C05,C44,QNFF3G,NULL,S1,A7,PLB,Eastern Mediterranean
2010,MR,Morocco,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,14.8282,,,9.561,22.2823,N/A,85.1718,,,90.439,77.7177,290,Male,13,,C05,C44,QNFF3G,NULL,S8,A2,MR,Eastern Mediterranean
2011,TTB,Trinidad and Tobago (Tobago),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,28.5291,,,18.1662,41.7849,N/A,71.4709,,,81.8338,58.2151,119,Male,14,,C05,C44,QNFF2G,NULL,S8,A3,TTB,Americas
2013,TV,Tuvalu,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,18.7842,,,14.0661,24.6311,N/A,81.2158,,,85.9339,75.3689,187,Total,13,,C05,C44,QNFF3G,NULL,S1,A2,TV,Western Pacific
2011,YSL,Malaysia - L,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,5.2519,,,3.1982,8.5086,N/A,94.7481,,,96.8018,91.4914,489,Female,13-15,,C05,C44,QNFF3G,NULL,S7,A7,YSL,Western Pacific
2015,PI,Philippines,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,18.4711,,,14.584,23.1139,N/A,81.5289,,,85.416,76.8861,4294,Female,13-17,,C05,C44,QNFF2G,NULL,S7,A8,PI,Western Pacific
2014,AF,Afghanistan,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,19.1011,,,14.6702,24.4863,N/A,80.8989,,,85.3298,75.5137,502,Total,15,,C05,C44,QNFF3G,NULL,S1,A4,AF,Eastern Mediterranean
2010,UWC,UNRWA Jordan,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,34.2864,,,29.699,39.1874,N/A,65.7136,,,70.301,60.8126,551,Total,15,,C05,C44,QNFF2G,NULL,S1,A4,UWC,Eastern Mediterranean
2011,BZ,Belize,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,45.1792,,,38.3701,52.1736,N/A,54.8208,,,61.6299,47.8264,238,Female,14,,C05,C44,QNFF2G,NULL,S7,A3,BZ,Americas
2015,TH,Thailand,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,73.5565,,,67.8435,78.5751,N/A,26.4435,,,32.1565,21.4249,581,Female,15,,C05,C44,QNFF2G,NULL,S7,A4,TH,South-East Asia
2013,KHB,Cambodia Rural,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,4.0894,,,1.4633,10.9067,N/A,95.9106,,,98.5367,89.0933,202,Female,15,,C05,C44,QNFF3G,NULL,S7,A4,KHB,Western Pacific
2015,PIB,Philippines (Visayas),GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,4.512,,,1.9241,10.2179,N/A,95.488,,,98.0759,89.7821,292,Male,16,,C05,C44,QNFF3G,NULL,S8,A5,PIB,Western Pacific
2015,SH,Seychelles,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,66.2566,,,58.1124,73.5384,Did not eat food from a fast food restaurant,33.7434,,,41.8876,26.4616,406,Total,16,,C05,C44,G10,NULL,S1,A5,SH,African
2014,YE,Yemen,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,20.3284,,,13.5179,29.4035,N/A,79.6716,,,86.4821,70.5965,407,Total,13,,C05,C44,QNFF2G,NULL,S1,A2,YE,Eastern Mediterranean
2010,OM,Oman,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,26.9307,,,20.7596,34.1456,N/A,73.0693,,,79.2404,65.8544,723,Male,Total,,C05,C44,QNFF3G,NULL,S8,A1,OM,Eastern Mediterranean
2012,GHD,Ghana Senior High,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,55.7712,,,50.3498,61.0585,Did not eat food from a fast food restaurant,44.2288,,,49.6502,38.9415,1981,Total,Total,,C05,C44,G10,NULL,S1,A1,GHD,African
2011,KI,Kiribati,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,24.8486,,,20.1796,30.1894,N/A,75.1514,,,79.8204,69.8106,194,Male,14,,C05,C44,QNFF2G,NULL,S8,A3,KI,Western Pacific
2011,BB,Barbados,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,21.2116,,,17.3333,25.688,N/A,78.7884,,,82.6667,74.312,353,Total,13,,C05,C44,QNFF3G,NULL,S1,A2,BB,Americas
2013,SZ,Swaziland,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,39.2714,,,35.3599,43.3255,Did not eat food from a fast food restaurant,60.7286,,,64.6401,56.6745,1449,Female,13-17,,C05,C44,G10,NULL,S7,A8,SZ,African
2011,CS,Cook Islands,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,73.619,,,66.0633,80.0017,Did not eat food from a fast food restaurant,26.381,,,33.9367,19.9983,138,Female,14,,C05,C44,G10,NULL,S7,A3,CS,Western Pacific
2011,TTA,Trinidad and Tobago (Trinidad),GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,65.2594,,,60.4427,69.7828,Did not eat food from a fast food restaurant,34.7406,,,39.5573,30.2172,1805,Total,Total,,C05,C44,G10,NULL,S1,A1,TTA,Americas
2009,GTB,Guatemala (Capital City Private),GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,59.7427,,,46.1056,72.023,Did not eat food from a fast food restaurant,40.2573,,,53.8944,27.977,263,Total,13,,C05,C44,G10,NULL,S1,A2,GTB,Americas
2011,PI,Philippines,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,26.9976,,,20.9267,34.0709,N/A,73.0024,,,79.0733,65.9291,580,Female,13,,C05,C44,QNFF2G,NULL,S7,A2,PI,Western Pacific
2015,KW,Kuwait,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,24.4451,,,20.9014,28.3741,N/A,75.5549,,,79.0986,71.6259,667,Total,15,,C05,C44,QNFF3G,NULL,S1,A4,KW,Eastern Mediterranean
2015,GTB,Guatemala (Capital City Private),GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,74.4656,,,68.8783,79.3505,Did not eat food from a fast food restaurant,25.5344,,,31.1217,20.6495,570,Female,13-15,,C05,C44,G10,NULL,S7,A7,GTB,Americas
2014,BD,Bangladesh,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,28.4116,,,21.2359,36.8768,N/A,71.5884,,,78.7641,63.1232,1031,Male,13-15,,C05,C44,QNFF3G,NULL,S8,A7,BD,South-East Asia
2011,YSJ,Malaysia - J,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,53.5802,,,46.8358,60.1962,Did not eat food from a fast food restaurant,46.4198,,,53.1642,39.8038,819,Female,Total,,C05,C44,G10,NULL,S7,A1,YSJ,Western Pacific
2012,AGH,Argentina Entre Rios,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,22.5716,,,16.2355,30.4806,Did not eat food from a fast food restaurant,77.4284,,,83.7645,69.5194,647,Female,Total,,C05,C44,G10,NULL,S7,A1,AGH,Americas
2015,MZ,Mozambique,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,36.6432,,,28.3726,45.7838,N/A,63.3568,,,71.6274,54.2162,603,Female,13-17,,C05,C44,QNFF2G,NULL,S7,A8,MZ,African
2011,DZA,Algeria Urban,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,30.4846,,,25.3139,36.1996,N/A,69.5154,,,74.6861,63.8004,448,Total,14,,C05,C44,QNFF2G,NULL,S1,A3,DZA,African
2014,YE,Yemen,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 3 day,Ate food from a fast food restaurant on three or more days,during the 7 days before the survey,%,Percentage,15.6175,,,9.71,24.1573,N/A,84.3825,,,90.29,75.8427,197,Female,16,,C05,C44,QNFF3G,NULL,S7,A5,YE,Eastern Mediterranean
2015,CS,Cook Islands,GSHS,Dietary Behaviors,Fast Food,Fast food eating,Ate food from a fast food restaurant,during the 7 days before the survey,%,Percentage,63.9683,,,59.3166,68.3717,Did not eat food from a fast food restaurant,36.0317,,,40.6834,31.6283,362,Total,13-15,,C05,C44,G10,NULL,S1,A7,CS,Western Pacific
2012,IQ,Iraq,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,31.9408,,,27.6295,36.5848,N/A,68.0592,,,72.3705,63.4152,1404,Total,13-15,,C05,C44,QNFF2G,NULL,S1,A7,IQ,Eastern Mediterranean
2009,AN,Antigua and Barbuda,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,30.3008,,,26.7241,34.1332,N/A,69.6992,,,73.2759,65.8668,1250,Total,Total,,C05,C44,QNFF2G,NULL,S1,A1,AN,Americas
2010,TO,Tonga,GSHS,Dietary Behaviors,Fast Food,Fast food eating >= 2 day,Ate food from a fast food restaurant on two or more days,during the 7 days before the survey,%,Percentage,42.6196,,,34.6562,50.985,N/A,57.3804,,,65.3438,49.015,274,Female,13,,C05,C44,QNFF2G,NULL,S7,A2,TO,Western Pacific
